,0,1,2,3,4,5,6,7,url
290,11-08-2022,Out of Hours Emergency Telephony Service,,Reference No:AUG456159,OCID:ocds-r6ebe6-0000703219,Published By:Aberdeenshire Council,Deadline Date:12-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456159
291,11-08-2022,GENERATOR WORKS 2019-2021,,Reference No:AUG456154,OCID:ocds-r6ebe6-0000586482,Published By:Aberdeen City Council,Deadline Date:,Notice Type:03 Contract Award Notice - Incomplete Procedure,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456154
292,11-08-2022,Professional Building Consultancy Services,,Reference No:AUG456153,OCID:ocds-r6ebe6-0000703202,Published By:Viewpoint Housing Association,Deadline Date:29-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456153
293,11-08-2022,18/0706 Burghead Groyne Works,,Reference No:AUG456150,OCID:ocds-r6ebe6-0000696475,Published By:Moray Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456150
294,11-08-2022,Award of Bow Repairs on MPV Hirta,,Reference No:AUG456147,OCID:ocds-r6ebe6-0000703216,Published By:Scottish Government,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456147
295,11-08-2022,Investment Banking Training Boot Camp,,Reference No:AUG456146,OCID:ocds-r6ebe6-0000699111,Published By:University of Strathclyde,Deadline Date:08-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456146
296,11-08-2022,"Housing Refurbishment - Re-Build of Nos 136 - 143 Sandveien, Lerwick",,Reference No:AUG456145,OCID:ocds-r6ebe6-0000688938,Published By:Shetland Islands Council,Deadline Date:26-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456145
297,11-08-2022,Interim Staff Services - Part-time ISD Finance and Budget Manager.,,Reference No:AUG456144,OCID:ocds-r6ebe6-0000703186,Published By:Crown Office and Procurator Fiscal Service,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456144
298,11-08-2022,SP-22-014 - Digital Business Identity Scotland (DBIS),,Reference No:AUG456141,OCID:ocds-r6ebe6-0000702729,Published By:Scottish Government,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456141
299,11-08-2022,Peatland ACTION – Developing the use of high-resolution remote sensing to monitor the effectiveness of peatland restoration on actively eroding blanket bog,,Reference No:AUG456140,OCID:ocds-r6ebe6-0000702955,Published By:Scottish Natural Heritage,Deadline Date:19-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456140
300,11-08-2022,The Provision of Swiftwater Training,,Reference No:AUG456139,OCID:ocds-r6ebe6-0000703191,Published By:Scottish Environment Protection Agency,Deadline Date:01-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456139
301,11-08-2022,CFM0093 - Provision of Health & Safety Compliance Service,,Reference No:AUG456138,OCID:ocds-r6ebe6-0000703163,Published By:Fife Council,Deadline Date:26-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456138
302,11-08-2022,Provision of Workwear and Corporate Clothing,,Reference No:AUG456128,OCID:ocds-r6ebe6-0000687616,Published By:Historic Environment Scotland,Deadline Date:,Notice Type:03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456128
303,11-08-2022,Next Generation Telemetry System,,Reference No:AUG456127,OCID:ocds-r6ebe6-0000697891,Published By:Scottish Environment Protection Agency,Deadline Date:05-Oct-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456127
304,11-08-2022,Software Licenses,,Reference No:AUG456126,OCID:ocds-r6ebe6-0000703184,Published By:Forestry and Land Scotland,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456126
305,11-08-2022,Assessing the cumulative and cross-sector economic benefits of private investment in natural capital,,Reference No:AUG456123,OCID:ocds-r6ebe6-0000703133,Published By:Scottish Government,Deadline Date:22-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456123
306,11-08-2022,"Survey of supply-side actors in Scotland’s current, nascent and potential future natural capital markets",,Reference No:AUG456122,OCID:ocds-r6ebe6-0000703132,Published By:Scottish Government,Deadline Date:08-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456122
307,11-08-2022,Temporary Crewing Framework,,Reference No:AUG456109,OCID:ocds-r6ebe6-0000703160,Published By:Scottish Government,Deadline Date:12-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456109
308,11-08-2022,Electronic Laboratory Notebooks (ELN) solution,,Reference No:AUG456108,OCID:ocds-r6ebe6-0000702969,Published By:University of Dundee,Deadline Date:12-Sep-22,Notice Type:01 Prior Information Notice (PIN) - Call for Competition,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456108
309,11-08-2022,Consultancy Services,,Reference No:AUG456107,OCID:ocds-r6ebe6-0000702815,Published By:LHC for the Scottish Procurement Alliance (SPA),Deadline Date:13-Oct-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456107
310,11-08-2022,SPM Carers and Winters Requirement,,Reference No:AUG456105,OCID:ocds-r6ebe6-0000703017,Published By:Scottish Government,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456105
311,11-08-2022,Award of Victim Centred Approach - Review of Communications,,Reference No:AUG456103,OCID:ocds-r6ebe6-0000697045,Published By:Scottish Government,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456103
312,11-08-2022,SUPPLY AND INSTALLATION OF RECYCLED PLASTIC BOARDWALK,,Reference No:AUG456099,OCID:ocds-r6ebe6-0000703128,Published By:RSPB Scotland,Deadline Date:29-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456099
313,11-08-2022,Provision of Replacement Telephone System,,Reference No:AUG456098,OCID:ocds-r6ebe6-0000703144,Published By:Linthouse Housing Association,Deadline Date:15-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456098
314,11-08-2022,Public Relations and Communications,,Reference No:AUG456097,OCID:ocds-r6ebe6-0000695027,Published By:Scottish Futures Trust Limited,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456097
315,11-08-2022,RPID 2227 - South Uist Drainage - Maintenance Contract 2022 to 2025 - ITT,,Reference No:AUG456091,OCID:ocds-r6ebe6-0000703104,Published By:Scottish Government,Deadline Date:11-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456091
316,11-08-2022,Provision of 5G in Angus Area,,Reference No:AUG456082,OCID:ocds-r6ebe6-0000697505,Published By:Angus Council,Deadline Date:,Notice Type:03 Contract Award Notice - Incomplete Procedure,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456082
317,11-08-2022,CT0982 Hand Arm Vibration Monitoring,,Reference No:AUG456080,OCID:ocds-r6ebe6-0000703113,Published By:The City of Edinburgh Council,Deadline Date:,Notice Type:01 Prior Information Notices (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456080
318,11-08-2022,Moss Heights Lift Modernisation/ Replacement Contract,,Reference No:AUG456078,OCID:ocds-r6ebe6-0000703082,Published By:Southside Housing Association Ltd,Deadline Date:09-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456078
319,11-08-2022,Award of Analysis of Responses to Victims Experiences Consultation,,Reference No:AUG456075,OCID:ocds-r6ebe6-0000697874,Published By:Scottish Government,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456075
320,10-08-2022,Award of Provision of Beauty Kits (Mini-Competition),,Reference No:AUG456068,OCID:ocds-r6ebe6-0000698646,Published By:New College Lanarkshire,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456068
321,10-08-2022,National Occupational Standards Year 4 – Digital Technology,,Reference No:AUG456066,OCID:ocds-r6ebe6-0000703067,Published By:Skills Development Scotland Co. Limited,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456066
322,10-08-2022,Call Off Contract for National Occupational Standards Year 4 - Engineering,,Reference No:AUG456065,OCID:ocds-r6ebe6-0000703081,Published By:Skills Development Scotland Co. Limited,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456065
323,10-08-2022,Call Off Contract for National Occupational Standards Year 4 - Science,,Reference No:AUG456064,OCID:ocds-r6ebe6-0000703087,Published By:Skills Development Scotland Co. Limited,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456064
324,10-08-2022,PURCH2134 PROVISION OF DIRECT ELECTRON DETECTOR CAMERA FOR CRYO-EM,,Reference No:AUG456061,OCID:ocds-r6ebe6-0000703080,Published By:University of Glasgow,Deadline Date:12-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456061
325,10-08-2022,18/0717 Suply and Delivery of Fresh Meat,,Reference No:AUG456056,OCID:ocds-r6ebe6-0000702990,Published By:Moray Council,Deadline Date:21-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456056
326,10-08-2022,UWS - Strategic Marketing Consultancy,,Reference No:AUG456055,OCID:ocds-r6ebe6-0000702943,Published By:University of the West of Scotland,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456055
327,10-08-2022,Supply and Delivery of One New Forklift,,Reference No:AUG456053,OCID:ocds-r6ebe6-0000703043,Published By:Orkney Islands Council,Deadline Date:26-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456053
328,10-08-2022,AA-84-22-MC NP143/21 Instrument Washer Disinfectors,,Reference No:AUG456048,OCID:ocds-r6ebe6-0000703078,Published By:NHS Ayrshire & Arran,Deadline Date:,Notice Type:03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456048
329,10-08-2022,Provision of Pest Control & Associated Services (Campus) (2022-26),,Reference No:AUG456040,OCID:ocds-r6ebe6-0000702060,Published By:University of Strathclyde,Deadline Date:31-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456040
330,10-08-2022,Provision of Brand Development Services,,Reference No:AUG456033,OCID:ocds-r6ebe6-0000703053,Published By:Glasgow Caledonian University,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456033
331,10-08-2022,Fire and intruder alarm services,,Reference No:AUG456026,OCID:ocds-r6ebe6-0000703055,Published By:Edinburgh Leisure,Deadline Date:12-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456026
332,10-08-2022,Provision of a Star Chillers Maintenance Measured Term Contract (MTC) (2022-26),,Reference No:AUG456023,OCID:ocds-r6ebe6-0000702677,Published By:University of Strathclyde,Deadline Date:,Notice Type:01 Prior Information Notices (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456023
333,10-08-2022,Public Relations Services,,Reference No:AUG456021,OCID:ocds-r6ebe6-0000703049,Published By:Highlands and Islands Airports Limited,Deadline Date:,Notice Type:01 Prior Information Notices (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456021
334,10-08-2022,AWARD of Receipt and Treatment of Co-Mingled Mixed Recyclable Waste (CMR)-2022,,Reference No:AUG456015,OCID:ocds-r6ebe6-0000703033,Published By:The Highland Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456015
335,10-08-2022,Project for the Replacement of HVAC Infrastructure at the Biological Procedures Unit (BPU) (Robertson Wing) (2022-23),,Reference No:AUG456014,OCID:ocds-r6ebe6-0000702569,Published By:University of Strathclyde,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456014
336,10-08-2022,"peatland restoration; Lumbister, Yell, Shetland_July 2022",,Reference No:AUG456006,OCID:ocds-r6ebe6-0000703042,Published By:RSPB Scotland,Deadline Date:11-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456006
337,10-08-2022,Crom Trail Network Phase 2,,Reference No:AUG456004,OCID:ocds-r6ebe6-0000703028,Published By:RSPB Scotland,Deadline Date:19-Aug-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456004
338,10-08-2022,Finance and Payroll software replacement,,Reference No:AUG456003,OCID:ocds-r6ebe6-0000701407,Published By:Highlands and Islands Enterprise,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456003
339,10-08-2022,Supply and Distrubution of Frozen Foods,,Reference No:AUG455997,OCID:ocds-r6ebe6-0000703021,Published By:North Lanarkshire Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455997
340,10-08-2022,The Provision and Supply of Student Transport for SRUC,,Reference No:AUG455995,OCID:ocds-r6ebe6-0000695060,Published By:SRUC,Deadline Date:,Notice Type:03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455995
341,10-08-2022,Vehicle Recovery and Repair Framework Agreement,,Reference No:AUG455993,OCID:ocds-r6ebe6-0000700771,Published By:The City of Edinburgh Council,Deadline Date:,Notice Type:01 Prior Information Notice (PIN),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455993
342,10-08-2022,Print Production Equipment and Off-site Printing Services,,Reference No:AUG455992,OCID:ocds-r6ebe6-0000698391,Published By:Heriot-Watt University,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455992
343,10-08-2022,5 Year Cyclical Maintenance Decoration,,Reference No:AUG455991,OCID:ocds-r6ebe6-0000688309,Published By:Cordale Housing Association,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455991
344,10-08-2022,Managed Workwear Hire and Laundry,,Reference No:AUG455990,OCID:ocds-r6ebe6-0000690377,Published By:Food Standards Scotland (FSS),Deadline Date:,Notice Type:03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455990
345,10-08-2022,2022 Halls of Residence Mattresses,,Reference No:AUG455989,OCID:ocds-r6ebe6-0000703007,Published By:Heriot-Watt University,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455989
346,10-08-2022,Shopping Basket Survey Design,,Reference No:AUG455988,OCID:ocds-r6ebe6-0000693560,Published By:Food Standards Scotland (FSS),Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455988
347,10-08-2022,Provision of Scottish Technology Ecosystem Review Implementation,,Reference No:AUG455980,OCID:ocds-r6ebe6-0000702979,Published By:Scottish Government,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455980
348,10-08-2022,CYCLICAL MAINTENANCE PAINTERWORK 2021-2026,,Reference No:AUG455979,OCID:ocds-r6ebe6-0000660135,Published By:Tollcross Housing Association Limited,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455979
349,10-08-2022,Door Entry System Reactive Repairs,,Reference No:AUG455974,OCID:ocds-r6ebe6-0000670994,Published By:River Clyde Homes,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455974
350,10-08-2022,Gas Servicing and Maintenance Contract 2021-24,,Reference No:AUG455973,OCID:ocds-r6ebe6-0000645102,Published By:Tollcross Housing Association Limited,Deadline Date:,Notice Type:03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455973
351,10-08-2022,Kitchen Supply,,Reference No:AUG455971,OCID:ocds-r6ebe6-0000687024,Published By:River Clyde Homes,Deadline Date:,Notice Type:03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455971
352,10-08-2022,"How can tech help people identify the care they need, and enable them to manage their own care services?",,Reference No:AUG455968,OCID:ocds-r6ebe6-0000656395,Published By:Scottish Government,Deadline Date:,Notice Type:03 Contract Award Notice - Incomplete Procedure,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455968
353,10-08-2022,Conversion Support Services for Student Recruitment (GCU),,Reference No:AUG455967,OCID:ocds-r6ebe6-0000702982,Published By:Glasgow Caledonian University,Deadline Date:09-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455967
354,10-08-2022,Supply of Neuropathology Services,,Reference No:AUG455966,OCID:ocds-r6ebe6-0000701311,Published By:Crown Office and Procurator Fiscal Service,Deadline Date:,Notice Type:01 Prior Information Notice (PIN),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455966
355,10-08-2022,C0203 Ground Preparation and Mechanised Establishment Operations,,Reference No:AUG455965,OCID:ocds-r6ebe6-0000623926,Published By:Forestry and Land Scotland,Deadline Date:,Notice Type:03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455965
356,10-08-2022,"CAL19047 New Primary School, Dunvegan, Isle of Skye - Enabling Works - Architect",,Reference No:AUG455964,OCID:ocds-r6ebe6-0000702986,Published By:The Highland Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455964
357,10-08-2022,"Kitchen, Bathroom and Rewire Works 3 Year Contract",,Reference No:AUG455963,OCID:ocds-r6ebe6-0000659811,Published By:Tollcross Housing Association Limited,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455963
358,10-08-2022,Supply & Delivery of Personal Protective Equipment (Covid 19),,Reference No:AUG455962,OCID:ocds-r6ebe6-0000702782,Published By:North Lanarkshire Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455962
359,10-08-2022,"CAL19047 New Primary School, Dunvegan, Isle of Skye - Enabling Works - Civil & Structural Engineer",,Reference No:AUG455961,OCID:ocds-r6ebe6-0000702974,Published By:The Highland Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455961
360,10-08-2022,"New Housing Units, Former Fire Station Site, Drumnadrochit",,Reference No:AUG455960,OCID:ocds-r6ebe6-0000702977,Published By:The Highland Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455960
361,10-08-2022,Primary Blood Grouping Analyser & Associated Consumables,,Reference No:AUG455959,OCID:ocds-r6ebe6-0000690231,Published By:Scottish National Blood Transfusion Service,Deadline Date:12-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455959
362,10-08-2022,L8 Compliance,,Reference No:AUG455958,OCID:ocds-r6ebe6-0000685372,Published By:The Highland Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455958
363,10-08-2022,CONTRACT FOR OPEN SPACE LANDSCAPE MAINTENANCE WORKS AT VARIOUS SITES IN TOLLCROSS 2021 TO 2024,,Reference No:AUG455957,OCID:ocds-r6ebe6-0000649925,Published By:Tollcross Housing Association Limited,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455957
364,10-08-2022,Periodic Inspection and Testing of Electrical Installations. 2020 to 2025,,Reference No:AUG455956,OCID:ocds-r6ebe6-0000635307,Published By:Tollcross Housing Association Limited,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455956
365,10-08-2022,Award of Supply and Delivery of Outdoor Play Equipment,,Reference No:AUG455954,OCID:ocds-r6ebe6-0000696974,Published By:Clackmannanshire Council,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455954
366,09-08-2022,value reporting framework to support the assessment of the wider value benefits delivered by Crown Estate Scotland,,Reference No:AUG455947,OCID:ocds-r6ebe6-0000702951,Published By:Crown Estate Scotland,Deadline Date:09-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455947
367,09-08-2022,Design Supply and Installation of Replacement Door Entry Systems,,Reference No:AUG455945,OCID:ocds-r6ebe6-0000631415,Published By:Tollcross Housing Association Limited,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455945
368,09-08-2022,Mobile Voice and Data Services,,Reference No:AUG455941,OCID:ocds-r6ebe6-0000702942,Published By:Crown Office and Procurator Fiscal Service,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455941
369,09-08-2022,Taxi and private hire car provision,,Reference No:AUG455937,OCID:ocds-r6ebe6-0000702910,Published By:Edinburgh Airport Limited,Deadline Date:09-Sep-22,Notice Type:24 Contract Notice (Concessions),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455937
370,09-08-2022,Re-Decoration of the Grade A Listed Adam Dome at General Register House,,Reference No:AUG455934,OCID:ocds-r6ebe6-0000688098,Published By:National Records of Scotland,Deadline Date:29-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455934
371,09-08-2022,External Fabric Works,,Reference No:AUG455931,OCID:ocds-r6ebe6-0000688964,Published By:Abertay Housing Association Ltd,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455931
372,09-08-2022,Economic Development Strategy Renewal Consultancy Services,,Reference No:AUG455925,OCID:ocds-r6ebe6-0000701708,Published By:East Lothian Council,Deadline Date:,Notice Type:01 Prior Information Notices (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455925
373,09-08-2022,Rational Software Architect Licences for SPM Development,,Reference No:AUG455921,OCID:ocds-r6ebe6-0000702889,Published By:Scottish Government,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455921
374,09-08-2022,Scottish Government Provision of Displaced Persons Crisis Travel Management 2,,Reference No:AUG455920,OCID:ocds-r6ebe6-0000702890,Published By:Scottish Government,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455920
375,09-08-2022,Remotely Piloted Aircraft Systems,,Reference No:AUG455917,OCID:ocds-r6ebe6-0000702913,Published By:Scottish Police Authority,Deadline Date:14-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455917
376,09-08-2022,Provision of Project Support Officer,,Reference No:AUG455916,OCID:ocds-r6ebe6-0000702914,Published By:Scottish Courts and Tribunals Service,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455916
